    1010.000       13.10000      1.3930460E-02   293.9300    
    1000.000       116.0000      1.6369060E-02   296.3400    
    990.0000       211.1000      1.6031453E-02   295.8400    
    980.0000       303.4000      1.5505172E-02   295.1400    
    970.0000       395.9000      1.4985270E-02   294.4300    
    960.0000       486.1000      1.4408221E-02   293.6400    
    950.0000       577.7000      1.3993010E-02   293.0100    
    940.0000       671.4000      1.3571627E-02   292.3600    
    930.0000       763.5000      1.3221283E-02   291.7800    
    920.0000       851.9000      1.2929398E-02   291.2600    
    910.0000       939.9000      1.2554452E-02   290.6300    
    900.0000       1048.000      1.2221391E-02   290.0400    
    890.0000       1145.000      1.1842676E-02   289.3800    
    880.0000       1243.000      1.1550205E-02   288.8200    
    870.0000       1339.000      1.1191082E-02   288.1600    
    860.0000       1437.000      1.0906945E-02   287.5900    
    850.0000       1537.000      1.0594736E-02   286.9700    
    840.0000       1635.000      1.0263696E-02   286.3100    
    830.0000       1738.000      1.0096239E-02   285.8800    
    820.0000       1841.000      1.0372674E-02   286.1000    
    810.0000       1943.000      1.0851238E-02   286.5900    
    800.0000       2045.000      1.0651100E-02   286.1200    
    790.0000       2150.000      1.0511270E-02   285.7300    
    780.0000       2257.000      1.0514090E-02   285.5400    
    770.0000       2366.000      1.0483256E-02   285.3000    
    760.0000       2477.000      1.0496230E-02   285.1200    
    750.0000       2586.000      1.0370353E-02   284.7400    
    740.0000       2696.000      1.0150628E-02   284.2200    
    730.0000       2809.000      9.8020444E-03   283.5000    
    720.0000       2941.000      9.7730095E-03   283.2500    
    710.0000       3055.000      9.2839068E-03   282.2900    
    700.0000       3173.000      9.1196932E-03   281.8200    
