 .750E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .150E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .225E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .300E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .375E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .450E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .525E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .600E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .675E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .750E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .825E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .900E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .975E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .105E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .112E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .120E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .128E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .135E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .142E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .150E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .158E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .165E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .172E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .180E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .188E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .195E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .202E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .210E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .218E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .225E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .232E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .240E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .248E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .255E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .262E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .270E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .278E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .285E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .292E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .300E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .308E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .315E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .322E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .330E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .338E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .345E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .352E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .360E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .368E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .375E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .382E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .390E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .398E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .405E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .412E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .420E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .428E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .435E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .442E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .450E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .458E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 .465E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
