    1010.000       13.10000      9.2869736E-03   293.9300    
    1000.000       116.0000      1.0912707E-02   296.3400    
    990.0000       211.1000      1.0687636E-02   295.8400    
    980.0000       303.4000      1.0336783E-02   295.1400    
    970.0000       395.9000      9.9901808E-03   294.4300    
    960.0000       486.1000      9.6054813E-03   293.6400    
    950.0000       577.7000      9.3286745E-03   293.0100    
    940.0000       671.4000      9.0477522E-03   292.3600    
    930.0000       763.5000      8.8141896E-03   291.7800    
    920.0000       851.9000      8.6195990E-03   291.2600    
    910.0000       939.9000      8.3696349E-03   290.6300    
    900.0000       1048.000      8.1475945E-03   290.0400    
    890.0000       1145.000      7.8951186E-03   289.3800    
    880.0000       1243.000      7.7001369E-03   288.8200    
    870.0000       1339.000      7.4607222E-03   288.1600    
    860.0000       1437.000      7.2712973E-03   287.5900    
    850.0000       1537.000      7.0631579E-03   286.9700    
    840.0000       1635.000      6.8424647E-03   286.3100    
    830.0000       1738.000      6.7308261E-03   285.8800    
    820.0000       1841.000      6.9151162E-03   286.1000    
    810.0000       1943.000      7.2341594E-03   286.5900    
    800.0000       2045.000      7.1007339E-03   286.1200    
    790.0000       2150.000      7.0075137E-03   285.7300    
    780.0000       2257.000      7.0093935E-03   285.5400    
    770.0000       2366.000      6.9888374E-03   285.3000    
    760.0000       2477.000      6.9974870E-03   285.1200    
    750.0000       2586.000      6.9135693E-03   284.7400    
    740.0000       2696.000      6.7670858E-03   284.2200    
    730.0000       2809.000      6.5346970E-03   283.5000    
    720.0000       2941.000      6.5153404E-03   283.2500    
    710.0000       3055.000      6.1892713E-03   282.2900    
    700.0000       3173.000      6.0797958E-03   281.8200    
