    1010.000       13.10000      1.1608716E-02   293.9300    
    1000.000       116.0000      1.3640884E-02   296.3400    
    990.0000       211.1000      1.3359545E-02   295.8400    
    980.0000       303.4000      1.2920978E-02   295.1400    
    970.0000       395.9000      1.2487725E-02   294.4300    
    960.0000       486.1000      1.2006851E-02   293.6400    
    950.0000       577.7000      1.1660842E-02   293.0100    
    940.0000       671.4000      1.1309690E-02   292.3600    
    930.0000       763.5000      1.1017736E-02   291.7800    
    920.0000       851.9000      1.0774499E-02   291.2600    
    910.0000       939.9000      1.0462044E-02   290.6300    
    900.0000       1048.000      1.0184493E-02   290.0400    
    890.0000       1145.000      9.8688975E-03   289.3800    
    880.0000       1243.000      9.6251704E-03   288.8200    
    870.0000       1339.000      9.3259029E-03   288.1600    
    860.0000       1437.000      9.0891216E-03   287.5900    
    850.0000       1537.000      8.8289473E-03   286.9700    
    840.0000       1635.000      8.5530803E-03   286.3100    
    830.0000       1738.000      8.4135327E-03   285.8800    
    820.0000       1841.000      8.6438954E-03   286.1000    
    810.0000       1943.000      9.0426989E-03   286.5900    
    800.0000       2045.000      8.8759176E-03   286.1200    
    790.0000       2150.000      8.7593924E-03   285.7300    
    780.0000       2257.000      8.7617412E-03   285.5400    
    770.0000       2366.000      8.7360460E-03   285.3000    
    760.0000       2477.000      8.7468587E-03   285.1200    
    750.0000       2586.000      8.6419620E-03   284.7400    
    740.0000       2696.000      8.4588565E-03   284.2200    
    730.0000       2809.000      8.1683705E-03   283.5000    
    720.0000       2941.000      8.1441747E-03   283.2500    
    710.0000       3055.000      7.7365888E-03   282.2900    
    700.0000       3173.000      7.5997445E-03   281.8200    
